[2026-04-30 11:02:02] ColDense Individual Sample Performance
================================================================
Format: Category | Sample_Name | M | K | N | NNZ | WindowNum | BlockNum | FillRate | Performance(us)
BigData | GL7d23 | 105056 | 349456 | 128 | 2695430 | 6566 | 171045 | 0.06 | 12426.508789
BigData | m133-b3 | 200208 | 200208 | 128 | 800800 | 12513 | 44037 | 0.07 | 1215.544312
BigData | mk13-b5 | 135136 | 270272 | 128 | 810810 | 8446 | 44403 | 0.07 | 1180.823608
BigData | n4c6-b7 | 163216 | 104128 | 128 | 1305720 | 10201 | 69897 | 0.07 | 1854.357056
BigData | n4c6-b8 | 198896 | 163216 | 128 | 1790055 | 12431 | 97119 | 0.07 | 2559.991211
BigData | n4c6-b9 | 186560 | 198896 | 128 | 1865580 | 11660 | 102347 | 0.07 | 2702.674316
BigData | n4c6-b10 | 132416 | 186560 | 128 | 1456422 | 8276 | 80650 | 0.07 | 2123.362549
BigData | neos1 | 131584 | 133488 | 128 | 599590 | 8224 | 27536 | 0.09 | 812.796265
BigData | neos2 | 132576 | 134128 | 128 | 685087 | 8286 | 26397 | 0.1 | 820.756409
BigData | torso1 | 116160 | 116160 | 128 | 8516500 | 7260 | 61384 | 0.54 | 19994.000000
BigData | torso2 | 115968 | 115968 | 128 | 1033473 | 7248 | 28644 | 0.14 | 768.575378
BigData | crashbasis | 160000 | 160000 | 128 | 1750416 | 10000 | 31080 | 0.22 | 831.916626
BigData | majorbasis | 160000 | 160000 | 128 | 1750416 | 10000 | 31080 | 0.22 | 832.936646
BigData | soc-sign-epinions | 131840 | 131840 | 128 | 841372 | 8240 | 43037 | 0.08 | 5861.517578
BigData | sx-superuser_A2Q | 194096 | 194096 | 128 | 403578 | 12131 | 28382 | 0.06 | 2952.099121
BigData | sx-superuser_C2A | 194096 | 194096 | 128 | 289487 | 12131 | 21383 | 0.05 | 2207.384033
BigData | sx-superuser_C2Q | 194096 | 194096 | 128 | 291030 | 12131 | 24908 | 0.05 | 1377.247559
BigData | sx-superuser | 194096 | 194096 | 128 | 924886 | 12131 | 56740 | 0.06 | 5389.147949


[2026-05-01 15:47:37] ColDense Individual Sample Performance
================================================================
Format: Category | Sample_Name | M | K | N | NNZ | WindowNum | BlockNum | FillRate | Performance(us)
================================================================
HB | bcsstk28 | 4416 | 4416 | 128 | 111717 | 276 | 1080 | 0.4 | 71.161423
Pajek | patents_main | 240560 | 240560 | 128 | 560943 | 15035 | 28802 | 0.08 | 1166.863281

[2026-05-01 18:37:25] ColDense Individual Sample Performance
================================================================
Format: Category | Sample_Name | M | K | N | NNZ | WindowNum | BlockNum | FillRate | Performance(us)
================================================================
BigData | kron_g500-logn18 | 262144 | 262144 | 128 | 10583222 | 16384 | 573090 | 0.07 | 36208.062500
BigData | sgpf5y6 | 246080 | 312544 | 128 | 831976 | 15380 | 49286 | 0.07 | 4316.306641

[2026-05-02 07:03:01] ColDense Individual Sample Performance
================================================================
Format: Category | Sample_Name | M | K | N | NNZ | WindowNum | BlockNum | FillRate | Performance(us)
================================================================
Bai | bwm2000 | 2000 | 2000 | 128 | 7996 | 125 | 344 | 0.09 | 25.760515
Bai | olm2000 | 2000 | 2000 | 128 | 7996 | 125 | 312 | 0.1 | 27.860558
Bai | olm5000 | 5008 | 5008 | 128 | 19996 | 313 | 780 | 0.1 | 58.541172

